0	0	Полицейским разрешат стрелять на поражение по гражданам с травматикой.	Полиции могут разрешить стрелять по хулиганам с травматикой.	1
1	0	Право полицейских на проникновение в жилище решили ограничить.	Правила внесудебного проникновения полицейских в жилище уточнят.	2
2	0	Президент Египта ввел чрезвычайное положение в мятежных городах.	Власти Египта угрожают ввести в стране чрезвычайное положение.	3
4	0	В Москву из Сирии вернулись 2 самолета МЧС с россиянами на борту.	Самолеты МЧС вывезут россиян из разрушенной Сирии.	5
5	1	Приставы соберут отпечатки пальцев российских должников.	Приставы снимут отпечатки пальцев у злостных неплательщиков.	6
7	0	ЦИК хочет отказаться от электронной системы подсчета голосов.	ЦИК может отказаться от электронных средств подсчета голосов.	8
10	1	Москвичи смогут забронировать в Интернете место на кладбище.	В Москве можно будет забронировать место на кладбище через интернет.	11
12	0	В Подмосковье произошел пожар на железной дороге.	В Подмосковье загорелись цистерны с бензином.	13
13	1	Северокорейский лидер впервые за 19 лет поздравил граждан с Новым годом.	Лидер КНДР впервые за 19 лет поздравил сограждан с Новым годом.	14
14	1	Мужчина из Подмосковья случайно убил жену в Новый год.	Житель Подмосковья случайно убил жену на новогоднем застолье.	15
15	0	"Избежать ""фискального обрыва"": Сенат США поддержал повышение налогов."	"Сенат США не допустит ""фискального обрыва""."	16
16	0	"""Фискальный обрыв"" в США временно предотвращен."	"Сенат США не допустит ""фискального обрыва""."	17
17	1	Житель Украины расстрелял посетителей кафе.	На Украине мужчина через окно расстрелял посетителей кафе.	18
18	0	В Кот-Д`Ивуаре десятки человек погибли в давке на новогоднем салюте.	В давке у стадиона в Кот-д’Ивуаре погибли 60 человек.	19
19	0	В Абхазии отомстили за Деда Хасана.	В Абхазии убили врага Деда Хасана.	20
20	0	Чечня попросила националистов составить кодекс поведения кавказцев.	Националисты помогут Чечне составить кодекс поведения кавказцев.	21
21	1	В новогоднюю ночь во Франции сожгли больше тысячи машин.	В новогоднюю ночь во Франции сожгли 1193 автомобиля.	22
22	1	В Анголе в давке во время церковной службы погибли 10 человек.	В ходе давки на церковной службе в Анголе погибли 10 человек.	23
23	1	Morgan Stanley взял на работу бывшего зампреда Банка России.	Бывший глава ФСФР нашел работу в Morgan Stanley.	24
24	1	"Конгресс США утвердил план по предотвращению ""фискального обрыва""."	"Палата представителей утвердила план предотвращения ""фискального обрыва""."	25
25	0	Счетная палата проверит Газпром на непрофильные активы.	"Счетная палата проверит ""Газпром"" впервые за пять лет."	26
26	1	Новые комиксы о пророке Мухаммеде появились во Франции.	Во Франции издали комикс по мотивам жизни пророка Мухаммада.	27
27	0	Число убитых в ходе конфликта в Сирии превысило 60 тысяч.	В ходе сирийского конфликта погибли 60 тысяч человек.	28
28	1	В США скончалась звезда эстрады 1950-х Патти Пейдж.	Скончалась американская певица Патти Пейдж.	29
29	1	"Сенат США единогласно осудил ""закон Димы Яковлева""."	Сенат США единогласно осудил запрет на усыновление.	30
30	0	Госдума еще на шаг приблизила антитабачный закон.	Госдума приняла антитабачный законопроект во втором чтении.	31
32	1	СК выяснит, был ли подкуп свидетеля по делу Ю.Буданова.	СК проверит информацию о подкупе свидетеля по делу об убийстве Буданова.	34
33	0	ЕБРР повысил прогноз роста экономики РФ в 2013г.	ЕБРР повысил прогноз по росту экономики России.	35
34	1	В Ватикане перестали принимать платежи банковскими картами.	ЦБ Италии запретил платежи банковскими картами в Ватикане.	36
35	1	В Германии начался процесс по делу российских шпионов - супругов Аншлаг.	В Германии начался процесс над российскими шпионами.	37
36	1	Глава управы района Северное Медведково задержан за взятку.	Главу управы Северное Медведково поймали на взятке.	38
37	1	"""Болотное дело"": в СКР на допрос ждут блогера Митю Алешковского."	"Митю Алешковского вызвали на допрос по ""болотному делу""."	39
38	1	США получат $1,4 млрд за аварию на нефтяной платформе в Мексиканском заливе.	Владелец платформы Deepwater Horizon оштрафован на 1,4 миллиарда долларов.	40
39	1	Корреспондента российского телеканала ранили в пригороде Дамаска.	В Сирии ранили корреспондента российского телеканала.	41
40	1	Взрыв на заправочной станции в Дамаске унес жизни 11 человек.	При взрыве на автозаправке в Дамаске погибли 11 человек.	42
41	1	В Эритрее произошла попытка государственного переворота.	В Эритрее произошла попытка военного переворота.	43
42	0	Старейший банк Швейцарии закрывается из-за американских клиентов.	Старейший банк Швейцарии закрылся из-за иска властей США.	44
43	1	"Экономический ущерб от ""арабской весны"" составит $225 млрд."	"Оценку убытков от ""арабской весны"" повысили до 225 миллиардов долларов."	45
44	0	Марокканские бедуины нашли в Сахаре уникальный марсианский метеорит.	В Сахаре обнаружен рекордно влажный марсианский метеорит.	46
45	1	"Пошел на посадку: ""АэроСвит"" начал процедуру банкротства."	"Украинский суд начал процедуру банкротства компании ""Аэросвит""."	47
46	0	В египетский Суэц из-за беспорядков введены правительственные войска.	В египетский Суэц ввели войска.	48
47	1	РЖД подало иск о взыскании 2 млн рублей с Apple.	РЖД через суд потребовали с Apple 2 миллиона рублей.	49
48	1	Умер ветеран правозащитного движения В.Абрамкин.	Умер ветеран правозащитного движения Валерий Абрамкин.	50
49	1	В Египте приговорили к смерти участников погрома на стадионе в Порт-Саиде.	В Египте вынесен смертный приговор за погром на стадионе.	51
50	0	В египетский Порт-Саид вводят войска из-за разбушевавшихся фанатов.	Египетская армия блокировала Порт-Саид.	52
51	1	В Подмосковье накрыли сходку криминальных авторитетов.	На сходке криминальных авторитетов в Подмосковье задержаны 23 человека.	53
52	0	Пожар в новостройке на юго-западе Москвы: 10 погибших.	В пожаре на юго-западе Москвы погибли 9 человек.	54
53	1	Первый Patriot в Турции приведен в боевую готовность.	Первая батарея Patriot заступила на боевое дежурство в Турции.	55
54	1	Работа Генконсульства РФ в сирийском Алеппо временно приостановлена.	РФ приостановила деятельность консульства в Алеппо.	56
55	1	СМИ: Власти просят жителей Крымска вернуть часть компенсаций.	От жителей Крымска потребовали вернуть часть материальной помощи.	57
57	1	Пропавший на Эльбрусе альпинист найден мертвым на высоте 5 км.	На Эльбрусе нашли мертвым пропавшего московского альпиниста.	59
59	1	РФ отправила за российскими гражданами в Сирию два самолета.	МЧС отправляет два самолета для вывоза россиян из Сирии.	61
60	0	При пожаре в ночном клубе в Бразилии погибли 245 человек.	При пожаре в бразильском ночном клубе погибли 90 человек.	62
61	0	При пожаре в ночном клубе в Бразилии погибли более 200 человек.	При пожаре в бразильском ночном клубе погибли 90 человек.	63
62	0	"Главный ""барометр"" США отдает ""Оскар"" фильму ""Операция ""Арго""."	Гильдия продюсеров США назвала «Операцию „Арго“» фильмом года.	64
64	1	Премьер Эфиопии возглавил Африканский союз.	Премьер-министр Эфиопии возглавил Африканский союз.	66
65	0	Во Флориде самолет упал на дом: 3 погибших.	Самолет упал на жилой дом во Флориде.	67
66	0	Пожар в Покровской больнице: двое погибли, 50 — эвакуированы.	Два человека погибли при пожаре в больнице в Санкт-Петербурге.	68
67	1	В Альпах разбился снегоход с российскими туристами.	Группа туристов разбилась на снегоходе в Альпах.	69
68	0	Число погибших при взрыве в университете Алеппо превысило 80.	В Университете Алеппо произошел взрыв.	70
